feature1,feature2,feature3,category,target
0.15761081399810897,11.410378271298793,2.8108849042126387,A,3.066970389653709
5.965601248880244,17.957965959980818,1.0059641390015661,B,11.240699022199275
0.5430759794828084,4.40386104802608,9.114187750963842,A,8.967321251042979
9.064673467533574,4.961092115215206,10.372946642701134,B,6.8879572617864016
7.932336219054293,8.684972613821465,6.12643857680617,B,3.4730390166309633
3.456782605240729,16.585576518138375,1.1788114994417513,A,9.124374590742896
4.052621171417643,12.158369599207562,9.102283188802692,B,7.985879505976881
1.5062768720962065,6.699408033759771,6.591041440687756,B,3.8708580512709387
2.707303792741017,8.112039375000299,0.42376637135568457,A,2.882894184563989
6.9895510538306125,0.8966055973691314,2.506719492078789,C,9.735743026768313
2.982519352302901,13.85443709992207,3.9271141657629354,B,10.347070168830076
7.333867130749096,1.0179476518661177,10.540655288008066,C,3.191211736506471
3.202651150591137,4.779476568561727,8.082739303789488,B,0.7439739615014803
2.6142830793772402,8.80950859063554,5.813486390882606,C,0.056175636382581495
4.456397856163464,17.473717794192165,9.835562813564382,A,6.795679883855754
8.02130226271933,0.4559155982300176,1.825404192717063,B,11.061816955203025
4.37303849086575,12.499629240289627,6.0190429413612,B,0.10695503194050501
0.9339077101635996,2.328140809728245,8.187836507321347,C,5.663513028998695
6.077903566498162,9.975313762077187,2.934188991867109,C,3.2551471470068143
9.630879178134531,9.59785455122952,7.689665242116294,A,12.505174007432945
6.8515691667721175,11.535266242605777,2.318808092509802,B,5.211296775052508
0.24634199354672137,10.013627599922586,3.213073556965996,B,7.911259685180122
8.520863089826387,13.733085136255397,6.2114240326854535,C,1.7167558390306874
0.4575582409444946,2.160230096330013,10.59870426361893,A,12.201673297475597
1.5912562724758281,0.5777465709189222,3.846494465526794,A,11.421641289725054
4.648844626811758,6.1943977445691685,1.6512695549023344,A,13.025500635842247
8.052082015933669,5.6055426904191865,7.194786676167418,B,10.676869439595976
4.5571910038280095,0.5061437518816029,8.948084594788723,C,11.487512456966481
8.70779329510996,16.67107506720626,5.123784870864528,C,10.946630412406178
7.012893805058731,6.569080192877118,1.1753515139742765,A,11.353340670268675
6.65463067726413,3.9537960761833335,0.6135604995841912,C,11.837623160696614
2.1997222836661257,8.057503447290953,8.955147404884439,B,12.753839792682014
4.174307386882224,1.9935038499331204,2.583860148320006,A,12.160200244968106
5.414345600591635,15.804427688601642,1.0187506973028795,B,10.840561271895721
7.2909077230049055,5.189304212437703,10.706046537891801,A,11.27158764787977
6.348457194095941,2.0194422690423557,10.477343288471262,C,11.57648272945227
5.880418802999831,18.678006512528533,6.402874178312361,B,1.536594064963687
2.0080056096319616,17.081538279378513,9.786360768782648,C,9.74120824749209
1.9238346093337773,3.872458449769355,9.016710362170986,A,8.254980498319654
6.601909879982819,13.427843254733599,9.5501099144614,A,5.510954018899758
6.256565450136791,5.7534817910729075,6.022087847895126,A,0.42699983403561614
2.075042554580458,7.08738408008384,5.277024890027998,B,6.289125270548293
2.1967708677100157,16.078224126548644,11.085889237089095,A,7.12352309653433
0.4835759593666125,11.036229276781789,10.324769674570122,A,12.025826995957846
9.491894777377372,4.433727881553074,7.032030572150631,B,7.675258708925462
0.0994587493800621,13.613809398373524,3.581860515551259,C,2.3432460767299954
0.700375334422856,13.200175900731155,4.243311109434319,C,1.8678970434285498
8.005770498997482,16.219610993280117,6.098201212448817,B,7.275231708408801
4.275724050046532,3.1353032203870033,11.011916058086111,C,12.684473352705954
8.970259913285082,9.719624959132526,4.120523753693241,A,8.56513871133559
2.4537319347402784,7.204668090619443,5.387869280134831,A,8.782295993632111
3.3334109243933554,11.772150778984496,9.12150427122668,A,5.765338661581672
6.863923291951816,5.181685571734572,3.9923468784456357,B,10.185271410349506
6.614995269704628,16.30503010571002,9.194154155595296,C,11.918128635545056
2.8980889059532817,3.3451955465255647,10.510969680315737,C,6.115377494591722
9.675024651213631,18.997311825990813,7.096432683692323,C,5.018925453938032
7.775704090130415,15.916719039241615,9.660490368568299,C,12.582899997249386
3.642369938063759,14.722159946786483,10.949344095605879,B,10.224701907416447
2.939045077038329,11.724937967536404,8.93698804975072,A,9.775677443667258
7.644993490461454,11.101432745988737,10.606248834048282,A,6.605700112748607
1.1566145641240808,8.36282344208285,6.050760897467224,C,1.064451011105743
1.3518980282788404,15.394884953037502,10.655002062379133,A,0.9629996937029106
2.251808247628779,13.311370076169336,7.63187505944119,B,3.2899778799724513
3.472133678744395,13.61054526110775,0.94450957018661,B,0.6413782375804784
2.600308178729766,5.426160106360996,9.613473444316217,C,13.199457844106135
6.8189169188073775,2.2707426009823877,9.70880724459767,A,12.509093163525463
7.967005886688377,16.07451258823931,3.6817162176705596,C,10.20615562172368
8.408477505807294,12.55794024328155,4.449449478265992,B,7.998923425744227
9.29755170396449,7.6350928022676605,9.208003294871837,A,4.770088086140534
9.792080162773086,14.193041197855516,8.133725051876109,A,7.126754413099453
1.4129105227483774,7.477487570286005,1.3533992865253703,B,7.952194061530406
0.253891683411219,7.463230790832994,10.358591905019075,B,0.40326453480705426
0.23314349354982183,4.538671028216224,10.210044335704428,B,0.36931886391343405
2.3374240352207702,5.463029296799389,3.4587022651588426,B,6.981599382551643
5.120321759551122,10.660547696635913,7.819112817110559,C,11.276806418423101
9.491145628900792,3.9251850226829945,5.644488090601487,A,12.456271648805961
7.64794790135167,6.165362394897507,10.751390075276102,C,6.883825119555714
7.932742366818388,8.640510158784764,9.606401382289397,C,0.12545632051467018
8.038375227786748,0.6544254462980776,4.347845250258311,A,2.8638810729977515
1.2131630312521855,19.80013276211629,1.701467771762191,B,6.5729665786526965
8.88645193720331,16.282768718062453,9.707298002548466,C,3.7163393723052063
6.066696220487279,12.463832027259137,1.3404455078272939,B,6.096537586300893
1.0741729211354571,19.57281613264549,10.663464718225212,A,13.100829684330176
3.5887618089291213,16.018214221331,9.604320762298173,A,9.365848751024227
0.42808031450473444,5.124017902197744,5.710017519058783,C,12.619082676540083
6.066392443365725,8.972859159527099,8.470905725572008,C,8.081038589410491
1.7347641853010158,8.083739886741377,7.976239887455787,B,10.423188730206766
9.726034042331705,19.396024633784243,7.009001660581255,C,2.758842066320176
4.904285621007744,13.942706249267326,4.111647403799769,B,9.673548364274152
3.7939912553543684,12.945420212020638,4.705878504901669,A,9.588548034212955
4.907095290901374,0.771663417612894,1.8340753488478119,A,11.54741989574358
4.905660661785769,6.1234016815776515,2.802777628235743,A,0.24491080768830412
1.8472615600774154,16.95935709833951,1.0755106930410256,C,11.471737945059594
8.332200208903101,18.285734029162352,5.844606266689841,B,8.057656890040914
4.845390247318839,7.671888674488797,10.605294837565959,A,3.9637013786768582
7.159710214127143,5.722377973463574,9.940964609288937,A,13.225241844743293
6.894578534794661,10.58645982873253,4.521798845144778,A,12.285727372172426
9.419138611675507,10.920571158187112,2.937289247415451,C,4.472149007870011
0.79228741768142,8.961221266966755,3.044645630260803,C,6.9742210913648
9.609472402862655,14.756667313875104,6.1332147198721385,C,12.3943285587921
6.362457308488167,11.447645876332947,10.554512264477019,B,7.396002321584874
7.06371652928554,13.797910650794686,4.334355597764238,A,10.20174619089043
1.9613062095218574,11.443647803967126,6.867375843385823,A,12.364432632520682
4.839989980256411,19.167734694747836,7.893932860178678,C,5.575461701959715
1.0863076946739483,13.61488351316141,7.696472926257817,C,10.228263296819318
8.322568355353766,19.528840168356762,6.576836495445964,A,1.156211609420314
4.620472252663338,7.610199871487933,8.56715598761067,A,5.002540209204627
9.113662293847987,8.002069890685853,4.407279916736007,A,12.176549841123519
4.771398624398424,16.33265674410753,0.7385461623801676,C,9.316638201955495
1.9700371388614395,19.420197285009138,1.673181443792558,B,1.5806337859074941
0.5802203541473561,8.212037607561136,1.2435377271520784,B,9.290337652000174
6.7340664210805485,4.941204222076962,6.8527363799283405,B,3.455988325658255
7.174712034513025,4.594452969040396,2.4414976559418773,C,0.057312145334702025
7.042053884835051,9.58909015271567,4.044832412814254,C,1.6054753356987073
5.166021939129353,17.537275855737366,7.008582989486872,C,12.877796629176089
2.2800468299715617,18.859848587030076,4.630851248288883,C,6.7407582815507
2.233472233475542,14.81574652842268,3.704143152850693,A,10.38631938831582
2.390718480331036,4.14335506883277,2.044147240344432,A,5.808103971417079
2.7310667863470948,4.34305173476737,3.5557634805573293,B,12.62274558068832
8.878414343160253,3.027133317331065,3.503189754417062,C,10.067385475313092
1.6161369617413024,7.909894933314068,7.134005154895299,B,13.052079567551557
8.740641313121023,8.779044112713438,1.5451725943041277,C,13.262329262541021
1.0809891368301496,1.4548425507143474,6.8725367793173255,C,4.707362556724316
9.252131220235766,0.43336303757807526,4.706960787678268,B,1.9188274912677317
4.443421713970941,19.04851765422599,7.296442125757531,C,2.7832286020386268
3.3664989460590293,1.675826109093384,7.057405310661595,B,6.84022266548857
7.910739008139351,6.937023333673882,8.549531188295319,B,12.836926200152092
4.178934373301905,14.070066129506968,2.148537294487767,A,1.1241311081009349
1.7452287619541549,4.516912368411133,9.168936968697206,B,7.63438841312242
7.230916986830131,16.605873326704273,5.078943353482803,C,7.807761971018971
4.814136564572539,3.839153783465159,8.244899838398762,B,9.29408193634482
3.379063573764891,7.875432701420228,10.014606151241379,B,4.318073172217373
7.911909817596623,6.399141303790249,2.0088141379789293,A,4.230892734053927
9.70019005562842,14.697326907786097,10.457577744157131,A,5.5264583402204845
4.998967319906976,6.823686214163673,8.855851971911136,B,2.7954853950174714
1.6583709690447057,4.976816613793682,2.0845978863116876,A,4.099958579291648
3.851456768872759,15.997304839349278,2.5666675434071786,A,3.2972850939025506
4.32474875599134,9.277430838571487,4.287502427382066,B,12.29883325405992
5.309171416760828,2.1522588750386804,4.580968081424092,C,5.329450834876505
4.071573706453271,7.909890078787612,10.969267618004029,A,9.950128015269458
0.11590252177434203,19.4806029476139,6.093675834497279,A,0.9042893187670624
0.3717760986884513,1.8537200921705093,1.248138747700106,A,7.758046954438023
5.727456160643313,15.344178846935852,6.436974621955428,A,7.212910488468726
8.647368799502454,1.795340038739476,8.28760875180661,C,6.760386335516061
6.004001865060111,16.6557227753795,5.2451042392230525,B,2.4781064884329567
2.7125747595247813,16.080699526134865,5.199916526177117,B,12.781778522737936
7.871879584033485,8.922602366834417,8.538965263246103,B,6.4141318504215015
2.1276371991610716,17.046416175591258,9.665183042547257,C,3.5754945117029524
2.1727622491282275,15.222262340695925,1.9205738782790485,C,7.912727720087771
1.6754640291212912,13.913272261249395,7.518376732373902,B,0.6035315804648708
4.275648913913805,2.9313557108880084,7.790678649320163,B,11.521462556908713
7.351480263355683,8.174593482694252,8.956803242422618,C,2.780211299355164
0.4594948085062952,8.48692714264927,2.4845971442063934,A,7.320437916471635
1.706659132605622,14.622018937862993,3.64541214932841,C,6.516113683787838
9.785423967633218,17.520722122295524,5.358933879787834,C,3.4033034639878204
9.76031236118998,5.255927596484499,6.380649888141793,B,11.897454672324258
6.868293127978137,12.222601482752344,7.110399913253551,B,-0.14355970322312112
